unique_id,collision_id,crash_date_person,crash_time_person,person_id,person_type,person_injury,vehicle_id,person_age,ejection,emotional_status,bodily_injury,position_in_vehicle,safety_equipment,ped_location,ped_action,complaint,ped_role,contributing_factor_1,contributing_factor_2,person_sex,person_age_imputed,person_injury_clean,crash_date_crash,crash_time_crash,borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,crash_hour,crash_year,crash_month
6607926,3575269,12/07/2016,1:04,2955813,PEDESTRIAN,Injured,,36.0,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Crossing Against Signal,Complaint of Pain,Pedestrian,Traffic Control Disregarded,Unspecified,M,36.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9944685,4158869,06/25/2019,14:00,8cf1a567-3c1e-4925-918c-e39f1dba87a2,OCCUPANT,Unspecified,18988712.0,27.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,27.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10261697,4220590,10/09/2019,18:00,d9798cc7-7a8f-448b-a248-125e1e2efd19,OCCUPANT,Unspecified,19147337.0,35.0,,,,,,,,,Registrant,,,F,35.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6004572,3451662,05/19/2016,23:00,713937,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5961777,3438460,05/09/2016,8:20,609611,PEDESTRIAN,Injured,,41.0,,Conscious,Hip-Upper Leg,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Not in Roadway,Minor Bleeding,Pedestrian,Unspecified,Unspecified,M,41.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6255567,3545134,10/21/2016,8:25,2413139,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10266043,4225440,10/18/2019,22:40,50784457-8490-4afe-9179-834a4e160548,OCCUPANT,Unspecified,19149509.0,,,,,,,,,,Registrant,,,F,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10255726,4230889,10/28/2019,8:20,93b59915-bca3-49b5-a003-4bc1340f137e,OCCUPANT,Unspecified,19144439.0,47.0,,,,,,,,,Registrant,,,M,47.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6742617,3551397,10/31/2016,22:00,2529308,PEDESTRIAN,Injured,,,,Conscious,Elbow-Lower-Arm-Hand,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Minor Bleeding,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Alcohol Involvement,M,38.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6545218,3512602,09/02/2016,21:57,1865197,OCCUPANT,Unspecified,,,,,,,,,,,Notified Person,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10272329,4234054,11/03/2019,2:47,1669fd6f-e0b2-49c6-949f-5f3541b85b67,OCCUPANT,Unspecified,19152662.0,41.0,,,,,,,,,Registrant,,,M,41.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9098031,3910498,05/23/2018,12:00,6d4e0ba8-aed8-4644-b37b-7f93c3985acc,OCCUPANT,Unspecified,18571021.0,37.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,37.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10275650,4235537,11/01/2019,7:15,203ae429-9557-4388-a9d7-60734c951f8a,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5798067,3414967,04/11/2016,16:20,349584,PEDESTRIAN,Injured,,65.0,Does Not Apply,Conscious,Back,Does Not Apply,-,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Not in Roadway,Minor Bleeding,Pedestrian,,,M,65.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10256781,4231500,10/28/2019,7:10,48ecef5b-9e45-4d2a-82b7-867b07504d7f,OCCUPANT,Unspecified,19144968.0,26.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,F,26.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6479182,3475449,07/06/2016,18:25,1164082,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7521472,3890379,04/27/2018,8:45,264c04d4-d14e-45d4-8bf1-376eb4f00644,OCCUPANT,Unspecified,17794593.0,23.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,23.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6273205,3490252,07/29/2016,8:27,1371014,OCCUPANT,Unspecified,,,,,,,,,,,Owner,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10256625,4231755,10/29/2019,18:41,c2c3c178-a781-4000-b185-0216837fc347,OCCUPANT,Unspecified,19144904.0,39.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5827805,3418989,04/10/2016,19:20,326333,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947022,3444388,05/18/2016,9:10,698414,OCCUPANT,Unspecified,,,,,,,,,,,Owner,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10017519,4175674,07/18/2019,17:25,615b8d74-13eb-47c7-b1a3-3b334693d3fd,OCCUPANT,Unspecified,19024922.0,29.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,,,,Does Not Apply,Driver,,,M,29.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270898,4229836,10/24/2019,17:30,526c820a-5bfb-4364-b044-6f54096f570b,OCCUPANT,Unspecified,19151932.0,66.0,,,,,,,,,Registrant,,,M,66.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6522529,3526555,09/25/2016,4:20,2277889,OCCUPANT,Unspecified,17312299.0,33.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,33.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6507967,3527310,09/21/2016,9:02,2091920,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6041633,3594221,01/07/2017,5:45,db153dd7-fd4a-41a9-a877-6f906e9af588,OCCUPANT,Unspecified,17084126.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5832479,3424262,04/20/2016,21:50,437033,PEDESTRIAN,Injured,,21.0,Does Not Apply,Conscious,Head,Does Not Apply,-,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Minor Bleeding,Pedestrian,,,F,21.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5934117,3437511,05/06/2016,15:27,584928,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6692310,3509303,08/27/2016,20:30,1742706,PEDESTRIAN,Injured,,55.0,,Conscious,Abdomen - Pelvis,,,Unknown,Unknown,Contusion - Bruise,Pedestrian,Unspecified,Unspecified,M,55.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9105564,4097442,03/15/2019,21:45,5602585d-adaf-4c9e-ad62-1ede24dd6b92,OCCUPANT,Unspecified,18574809.0,43.0,,,,,,,,,Registrant,,,M,43.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9003732,4100292,03/20/2019,9:57,0a52cfe9-56f1-4b05-b641-0878bc754a3f,OCCUPANT,Unspecified,18524397.0,64.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,64.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6514508,3587404,12/26/2016,19:12,3183471,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6447994,3542889,10/19/2016,8:00,2375856,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10044653,4181857,08/02/2019,11:20,da24d9b2-d740-4a65-90d3-cd7d15ea593c,OCCUPANT,Unspecified,19038468.0,48.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,48.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12393484,4573394,10/15/2022,19:49,239cc00e-c8f0-44a6-a2aa-71b33b027ff1,OCCUPANT,Unspecified,20318628.0,32.0,,,,,,,,,Registrant,,,M,32.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7005089,3675425,05/22/2017,5:07,f8cd93f0-53cc-4029-9582-e63e12bfd9b7,OCCUPANT,Unspecified,17543670.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007851,3434105,05/02/2016,10:15,598809,PEDESTRIAN,Injured,,57.0,,Conscious,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Not in Roadway,Contusion - Bruise,Pedestrian,Unspecified,Unspecified,M,57.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5979360,3438945,05/10/2016,10:35,619822,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5936687,3445583,05/23/2016,17:22,747674,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6248758,3500394,08/13/2016,20:31,1578558,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10271840,4234226,11/02/2019,11:55,7a2a3e35-2073-46ea-91f0-2a35ad0a7c48,OCCUPANT,Unspecified,19152402.0,8.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Child Restraint Only,,,Does Not Apply,Passenger,,,M,8.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10251322,4230030,10/26/2019,15:00,f7d7110f-f990-4845-bb37-6c9535125804,OCCUPANT,Unspecified,19142192.0,,,,,,,,,,Registrant,,,M,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6305551,3468740,06/25/2016,3:57,1073900,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10266049,4233443,11/01/2019,14:52,edf15b84-7bf3-42b0-961a-1fba6575e420,OCCUPANT,Unspecified,19149512.0,48.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,48.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270566,4234108,11/01/2019,1:01,f1d5a07b-ba63-4725-83e9-020a624f9f1c,OCCUPANT,Unspecified,19151769.0,71.0,,,,,,,,,Registrant,,,M,71.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5997066,3448885,05/25/2016,15:30,769345,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273564,4235144,11/01/2019,23:16,a528c9d3-ccd3-43d5-a4d6-2d56755b80ef,OCCUPANT,Unspecified,19153283.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6668210,3585369,12/21/2016,18:00,825fecc1-ab01-47a0-8056-8d5a84268769,OCCUPANT,Unspecified,17382041.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10274955,4235063,10/28/2019,8:00,a52860cc-4f56-4257-866a-f30cdd64ae49,OCCUPANT,Unspecified,19153982.0,36.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,36.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6524884,3540733,10/16/2016,6:00,2340529,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10250408,4230169,10/26/2019,14:25,0ab5de4c-503b-4553-8cd7-6a7e48be5fc5,OCCUPANT,Unspecified,19141740.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6619327,3564487,11/18/2016,16:45,2754196,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6286198,4022776,06/12/2016,1:18,929754,OCCUPANT,Unspecified,,,,,,,,,,,Notified Person,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10256634,4231753,10/29/2019,16:55,aaedfcc1-be04-4677-a40d-ce39b981ba6b,OCCUPANT,Unspecified,19144909.0,35.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,35.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10271663,4234062,10/31/2019,3:10,c8ddc97f-3877-4e85-a71a-bbb1cffdcf50,OCCUPANT,Injured,19152308.0,19.0,Not Ejected,Conscious,Back,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",,,,Complaint of Pain or Nausea,Passenger,,,M,19.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7276823,3820927,01/01/2018,6:20,59d56703-3ac4-4d86-886e-2d2ae78136c2,OCCUPANT,Unspecified,17674269.0,22.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,22.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10272952,4223260,10/14/2019,23:45,b7f0cde6-a34a-4899-bf2f-26ef2566b089,OCCUPANT,Unspecified,19152965.0,35.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Air Bag Deployed/Lap Belt/Harness,,,Does Not Apply,Driver,,,M,35.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5772424,3412958,04/09/2016,15:00,318345,OCCUPANT,Unspecified,,29.0,,,,,,,,,Registrant,,,M,29.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10026483,4177704,07/27/2019,8:50,f78d8ffe-f003-4000-88c8-462f03fc6f28,OCCUPANT,Unspecified,19029405.0,37.0,,,,,,,,,Registrant,,,M,37.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6360216,3582589,12/16/2016,12:25,3094177,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6327536,3483387,07/14/2016,18:33,1265274,PEDESTRIAN,Injured,,68.0,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Complaint of Pain,Pedestrian,Unspecified,Unspecified,M,68.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9975961,4161626,06/30/2019,7:00,e68ee10e-7c2a-41aa-9c58-10f4371c42ae,OCCUPANT,Unspecified,19004188.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6782691,3653614,04/18/2017,10:15,d2202e49-e89c-40f4-980c-0beba3088e5a,OCCUPANT,Unspecified,17437017.0,61.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,61.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10262085,4232341,10/30/2019,23:30,b7f1e6cd-9baa-4646-b272-2497a18ad46e,OCCUPANT,Unspecified,19147532.0,36.0,,,,,,,,,Registrant,,,M,36.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6473712,3574660,12/06/2016,7:20,2948009,PEDESTRIAN,Injured,,13.0,,Conscious,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Fracture - Dislocation,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,M,13.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874387,192038,10/28/2012,0:45,1,OCCUPANT,Injured,12183319.0,28.0,,,,,,,,,,,,,28.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6576873,3555200,11/07/2016,0:35,2602553,PEDESTRIAN,Injured,,56.0,,Conscious,Neck,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,"Crossing, No Signal, or Crosswalk",Complaint of Pain,Pedestrian,Unspecified,Unspecified,M,56.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5938125,3442124,05/14/2016,20:45,671966,PEDESTRIAN,Injured,,37.0,,Conscious,Hip-Upper Leg,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,None Visible,Pedestrian,Traffic Control Disregarded,Turning Improperly,M,37.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5775746,3418690,03/19/2016,9:07,162213,OCCUPANT,Unspecified,16958220.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7644746,3787789,11/10/2017,17:20,61b6e5ef-23a8-47fd-a513-7812fc4b12c1,OCCUPANT,Unspecified,17854974.0,54.0,,,,,,,,,Registrant,,,M,54.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10271417,4234310,11/02/2019,19:58,b22ba9f6-c2f9-4ddb-a342-b3196b972e15,OCCUPANT,Unspecified,19152183.0,70.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M,70.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6204457,3486323,07/23/2016,18:45,1306342,OCCUPANT,Unspecified,17162340.0,32.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,,,,Does Not Apply,Driver,,,M,32.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6457281,3478917,07/12/2016,12:30,1211791,OCCUPANT,Unspecified,17281181.0,,Not Ejected,Does Not Apply,Does Not Apply,Unknown,Unknown,,,Does Not Apply,Driver,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9006955,4059633,01/23/2019,10:20,06ace8cd-8b2a-4dd7-aed8-33808cfe1692,OCCUPANT,Unspecified,18525967.0,48.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,48.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10253887,4230943,10/27/2019,23:30,773227c8-ee78-43df-8102-b2c6d5cce250,OCCUPANT,Unspecified,19143484.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6562216,3586429,12/22/2016,18:00,3161208,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6360721,3552524,11/01/2016,18:35,2542622,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6394854,3464744,06/19/2016,18:18,999742,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7051665,3680523,05/30/2017,9:00,a154fc16-b465-4aa3-ba87-aeaeaa71fd9a,OCCUPANT,Unspecified,17566079.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6175786,3428567,04/19/2016,10:45,3177507,OCCUPANT,Unspecified,,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5972248,3445193,05/21/2016,17:05,727349,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273473,4235497,11/02/2019,19:50,bb5fbfc1-2533-4ea4-920d-b8527316fcde,OCCUPANT,Unspecified,19153234.0,,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10252586,4230270,10/27/2019,16:30,badd446a-25c8-4c9e-a21c-63bbace787ab,OCCUPANT,Unspecified,19142830.0,34.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Does Not Apply,Passenger,,,F,34.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260061,4220755,10/09/2019,14:30,6cdfe223-c96a-42cc-bf7d-db983b2687fd,OCCUPANT,Unspecified,19146555.0,28.0,,,,,,,,,Registrant,,,M,28.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9587303,4033837,11/27/2018,17:15,515ad334-3a97-496e-a56f-e231f9bf314c,OCCUPANT,Unspecified,18811912.0,,,,,,,,,,Registrant,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9116614,4104624,03/27/2019,21:27,627af4c4-0e47-4675-9b35-0b2f33f59174,OCCUPANT,Unspecified,18580336.0,38.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,38.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9455054,4006580,10/18/2018,0:05,bf116f93-918f-4efa-8bf1-6a2655510698,OCCUPANT,Unspecified,18746495.0,,,,,,,,,,Registrant,,,M,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10264121,4230730,10/23/2019,8:30,d849bbca-6ea7-4cf2-9e32-08638c3c222b,PEDESTRIAN,Injured,,73.0,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Complaint of Pain or Nausea,Pedestrian,Unspecified,Unspecified,M,73.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6373321,3558932,11/11/2016,10:58,2656149,PEDESTRIAN,Injured,,31.0,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Emerging from in Front of/Behind Parked Vehicle,Complaint of Pain,Pedestrian,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,F,31.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6532798,3562095,11/15/2016,10:41,2801417,PEDESTRIAN,Injured,,87.0,,Conscious,Elbow-Lower-Arm-Hand,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,Complaint of Pain,Pedestrian,Unspecified,Unspecified,F,87.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269985,4234426,11/03/2019,18:10,29090fa2-2383-4a91-bcd4-4f449cc2dcfa,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6303261,3464885,06/19/2016,11:00,997259,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10263441,4233088,10/31/2019,12:56,f676c4b1-b4d4-409d-95de-f0475fd552f8,OCCUPANT,Unspecified,19148232.0,33.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,33.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5941458,3440795,05/10/2016,9:55,622587,OCCUPANT,Unspecified,,,,,,,,,,,Witness,,,,39.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10253252,4231058,10/25/2019,7:00,159e3fe8-46ef-40b7-855d-46b19dc11259,OCCUPANT,Unspecified,19143166.0,46.0,,,,,,,,,Registrant,,,M,46.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9352315,3942228,07/16/2018,11:30,7f99a514-b976-4b15-bd65-66afe237cf62,OCCUPANT,Unspecified,18696259.0,38.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,38.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10263316,4233079,10/31/2019,10:54,9c793786-7318-42b1-bec9-aaae66526982,OCCUPANT,Unspecified,19148154.0,59.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,59.0,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9298932,3938959,07/11/2018,6:25,33c4f862-fe19-4aae-8d7a-092918beeb6c,OCCUPANT,Injured,18669904.0,35.0,Not Ejected,Conscious,Shoulder - Upper Arm,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Lap Belt & Harness,,,Complaint of Pain or Nausea,Passenger,,,F,35.0,INJURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
